 ,Area,Mean,Min,Max,X,Y,Counter,Count
1,0,220,220,220,4278.000,2661.000,0,6
2,0,203,203,203,4452.167,2581.167,0,6
3,0,233,233,233,4476.167,2738.500,0,6
4,0,211,211,211,4614.833,2486.500,0,6
5,0,220,220,220,3761.500,1999.833,0,6
6,0,215,215,215,4278.833,1814.500,0,6
7,0,161,161,161,2733.500,779.500,1,134
8,0,149,149,149,2605.500,910.500,1,134
9,0,170,170,170,2503.500,1069.500,1,134
10,0,167,167,167,2539.500,1094.500,1,134
11,0,170,170,170,2459.500,1201.500,1,134
12,0,181,181,181,2373.500,1499.500,1,134
13,0,171,171,171,2684.500,1449.500,1,134
14,0,185,185,185,2707.500,1408.500,1,134
15,0,143,143,143,2757.500,1593.500,1,134
16,0,177,177,177,2721.500,1631.500,1,134
17,0,168,168,168,2279.500,1759.500,1,134
18,0,188,188,188,2678.500,1895.500,1,134
19,0,186,186,186,2805.500,1878.500,1,134
20,0,184,184,184,2804.500,1768.500,1,134
21,0,161,161,161,2116.500,1977.500,1,134
22,0,190,190,190,2410.500,2313.500,1,134
23,0,159,159,159,2607.500,2488.500,1,134
24,0,184,184,184,2731.500,2478.500,1,134
25,0,108,108,108,2638.500,2636.500,1,134
26,0,188,188,188,2669.500,2787.500,1,134
27,0,180,180,180,2252.500,2647.500,1,134
28,0,178,178,178,2049.500,2896.500,1,134
29,0,175,175,175,2677.500,3005.500,1,134
30,0,175,175,175,2419.500,3201.500,1,134
31,0,128,128,128,2730.500,3471.500,1,134
32,0,178,178,178,2682.500,3688.500,1,134
33,0,160,160,160,2764.500,3782.500,1,134
34,0,182,182,182,3616.500,4086.500,1,134
35,0,190,190,190,2849.500,3827.500,1,134
36,0,212,212,212,3050.500,3680.500,1,134
37,0,219,219,219,2849.500,3581.500,1,134
38,0,157,157,157,2849.500,3516.500,1,134
39,0,178,178,178,3065.500,3395.500,1,134
40,0,196,196,196,2942.500,3278.500,1,134
41,0,218,218,218,2863.500,3237.500,1,134
42,0,124,124,124,3464.500,3337.500,1,134
43,0,180,180,180,2921.500,3047.500,1,134
44,0,196,196,196,2787.500,3017.500,1,134
45,0,203,203,203,3044.500,3071.500,1,134
46,0,197,197,197,3308.500,2978.500,1,134
47,0,151,151,151,2847.500,2848.500,1,134
48,0,131,131,131,2840.500,2858.500,1,134
49,0,177,177,177,3286.500,2685.500,1,134
50,0,154,154,154,3542.500,2597.500,1,134
51,0,201,201,201,3543.500,2474.500,1,134
52,0,160,160,160,2980.500,2577.500,1,134
53,0,180,180,180,2956.500,2577.500,1,134
54,0,189,189,189,2940.500,2477.500,1,134
55,0,202,202,202,3047.500,2500.500,1,134
56,0,204,204,204,3367.500,2354.500,1,134
57,0,199,199,199,3605.500,2366.500,1,134
58,0,177,177,177,3022.500,2098.500,1,134
59,0,188,188,188,3108.500,2022.500,1,134
60,0,185,185,185,3480.500,1949.500,1,134
61,0,175,175,175,3232.500,1694.500,1,134
62,0,197,197,197,3120.500,1787.500,1,134
63,0,195,195,195,2824.500,1759.500,1,134
64,0,164,164,164,2412.500,1659.500,1,134
65,0,121,121,121,2938.500,1448.500,1,134
66,0,179,179,179,2886.500,1377.500,1,134
67,0,171,171,171,3156.500,1557.500,1,134
68,0,171,171,171,3273.500,1636.500,1,134
69,0,174,174,174,3454.500,1492.500,1,134
70,0,124,124,124,3442.500,1220.500,1,134
71,0,142,142,142,3384.500,1169.500,1,134
72,0,118,118,118,3293.500,1185.500,1,134
73,0,171,171,171,3626.500,1140.500,1,134
74,0,157,157,157,3042.500,1092.500,1,134
75,0,171,171,171,3028.500,1221.500,1,134
76,0,133,133,133,3326.500,951.500,1,134
77,0,141,141,141,3381.500,813.500,1,134
78,0,144,144,144,3899.500,459.500,1,134
79,0,48,48,48,4152.500,817.500,1,134
80,0,133,133,133,4418.500,924.500,1,134
81,0,166,166,166,4520.500,826.500,1,134
82,0,177,177,177,4199.500,1038.500,1,134
83,0,182,182,182,4222.500,1075.500,1,134
84,0,183,183,183,3941.500,1203.500,1,134
85,0,154,154,154,4001.500,1252.500,1,134
86,0,162,162,162,3917.500,1054.500,1,134
87,0,130,130,130,3914.500,958.500,1,134
88,0,146,146,146,3840.500,995.500,1,134
89,0,173,173,173,3700.500,1006.500,1,134
90,0,154,154,154,3670.500,959.500,1,134
91,0,133,133,133,3664.500,1036.500,1,134
92,0,54,54,54,3722.500,1070.500,1,134
93,0,184,184,184,3750.500,1454.500,1,134
94,0,184,184,184,3809.500,1533.500,1,134
95,0,84,84,84,3709.500,1602.500,1,134
96,0,120,120,120,3861.500,1461.500,1,134
97,0,182,182,182,4202.500,1496.500,1,134
98,0,177,177,177,4130.500,1735.500,1,134
99,0,171,171,171,4236.500,1748.500,1,134
100,0,196,196,196,4448.500,1741.500,1,134
101,0,161,161,161,4348.500,1843.500,1,134
102,0,169,169,169,3690.500,2444.500,1,134
103,0,164,164,164,4258.500,2306.500,1,134
104,0,185,185,185,4453.500,2366.500,1,134
105,0,185,185,185,4192.500,2677.500,1,134
106,0,211,211,211,4175.500,2649.500,1,134
107,0,190,190,190,4511.500,2711.500,1,134
108,0,211,211,211,4546.500,2647.500,1,134
109,0,162,162,162,4522.500,2490.500,1,134
110,0,220,220,220,4089.500,3058.500,1,134
111,0,172,172,172,3944.500,2906.500,1,134
112,0,193,193,193,4228.500,3125.500,1,134
113,0,199,199,199,4333.500,3242.500,1,134
114,0,202,202,202,3781.500,3359.500,1,134
115,0,205,205,205,3898.500,3486.500,1,134
116,0,138,138,138,3695.500,3675.500,1,134
117,0,154,154,154,4342.500,4014.500,1,134
118,0,131,131,131,4805.500,3357.500,1,134
119,0,188,188,188,4669.500,3195.500,1,134
120,0,180,180,180,5096.500,2700.500,1,134
121,0,84,84,84,5491.500,2585.500,1,134
122,0,151,151,151,5123.500,2389.500,1,134
123,0,187,187,187,4736.500,2268.500,1,134
124,0,126,126,126,4792.500,2283.500,1,134
125,0,157,157,157,4892.500,2100.500,1,134
126,0,47,47,47,5102.500,2182.500,1,134
127,0,175,175,175,5182.500,2105.500,1,134
128,0,184,184,184,5006.500,1857.500,1,134
129,0,194,194,194,5046.500,1826.500,1,134
130,0,167,167,167,5250.500,1814.500,1,134
131,0,179,179,179,5274.500,1873.500,1,134
132,0,59,59,59,4849.500,1784.500,1,134
133,0,183,183,183,4637.500,1780.500,1,134
134,0,176,176,176,5151.500,1575.500,1,134
135,0,93,93,93,4808.500,1449.500,1,134
136,0,148,148,148,4962.500,1336.500,1,134
137,0,125,125,125,4940.500,1347.500,1,134
138,0,146,146,146,4731.500,1263.500,1,134
139,0,167,167,167,4563.500,1403.500,1,134
140,0,137,137,137,5670.500,2240.500,1,134
