 ,Area,Mean,Min,Max,X,Y,Counter,Count
1,0,196,196,196,3028.000,3096.000,0,9
2,0,146,146,146,3287.500,3483.833,0,9
3,0,165,165,165,3900.833,3450.500,0,9
4,0,175,175,175,3902.167,2601.167,0,9
5,0,164,164,164,3928.833,2502.500,0,9
6,0,194,194,194,3920.833,2406.500,0,9
7,0,196,196,196,3975.500,2701.167,0,9
8,0,197,197,197,3315.500,2262.500,0,9
9,0,200,200,200,4171.500,1983.833,0,9
10,0,166,166,166,2652.500,1469.500,1,1377
11,0,164,164,164,2629.833,1782.167,1,1377
12,0,160,160,160,2396.500,2129.500,1,1377
13,0,185,185,185,2533.167,2126.833,1,1377
14,0,70,70,70,2420.500,2222.833,1,1377
15,0,201,201,201,2614.500,2162.167,1,1377
16,0,201,201,201,2602.500,2244.167,1,1377
17,0,140,140,140,2663.833,2229.500,1,1377
18,0,168,168,168,2670.500,2216.167,1,1377
19,0,168,168,168,2664.500,2314.833,1,1377
20,0,187,187,187,2545.833,2338.167,1,1377
21,0,191,191,191,2555.833,2376.833,1,1377
22,0,176,176,176,2479.167,2360.167,1,1377
23,0,166,166,166,2181.167,2603.500,1,1377
24,0,192,192,192,2351.833,2507.500,1,1377
25,0,168,168,168,2396.500,2555.500,1,1377
26,0,165,165,165,2423.167,2550.167,1,1377
27,0,160,160,160,2457.167,2558.167,1,1377
28,0,205,205,205,2508.500,2587.500,1,1377
29,0,173,173,173,2521.167,2604.167,1,1377
30,0,186,186,186,2653.167,2620.167,1,1377
31,0,179,179,179,2637.167,2572.833,1,1377
32,0,160,160,160,2663.833,2624.167,1,1377
33,0,144,144,144,2463.167,2624.167,1,1377
34,0,196,196,196,2412.500,2644.833,1,1377
35,0,155,155,155,2537.833,2677.500,1,1377
36,0,149,149,149,2416.500,2676.167,1,1377
37,0,186,186,186,2529.167,2763.500,1,1377
38,0,167,167,167,2611.833,2704.833,1,1377
39,0,198,198,198,2619.833,2711.500,1,1377
40,0,171,171,171,2629.833,2718.833,1,1377
41,0,156,156,156,2629.833,2743.500,1,1377
42,0,184,184,184,2635.833,2800.833,1,1377
43,0,184,184,184,2615.833,2801.500,1,1377
44,0,192,192,192,2563.833,2816.167,1,1377
45,0,161,161,161,2555.167,2872.167,1,1377
46,0,178,178,178,2525.833,2924.833,1,1377
47,0,179,179,179,2485.167,2940.833,1,1377
48,0,165,165,165,2505.167,2980.833,1,1377
49,0,167,167,167,2525.167,3002.833,1,1377
50,0,153,153,153,2516.500,2996.833,1,1377
51,0,184,184,184,2578.500,2966.833,1,1377
52,0,171,171,171,2638.500,3022.167,1,1377
53,0,180,180,180,2661.833,3010.833,1,1377
54,0,192,192,192,2661.167,2982.167,1,1377
55,0,205,205,205,2649.833,2914.833,1,1377
56,0,205,205,205,2643.833,2882.833,1,1377
57,0,183,183,183,2446.500,2867.500,1,1377
58,0,181,181,181,2393.167,2888.833,1,1377
59,0,189,189,189,2363.167,2958.167,1,1377
60,0,162,162,162,2424.500,3004.167,1,1377
61,0,189,189,189,2442.500,3009.500,1,1377
62,0,166,166,166,2054.500,2902.167,1,1377
63,0,160,160,160,2119.833,3176.833,1,1377
64,0,177,177,177,2405.833,3132.833,1,1377
65,0,177,177,177,2542.500,3100.833,1,1377
66,0,158,158,158,2515.833,3183.500,1,1377
67,0,202,202,202,2407.167,3208.167,1,1377
68,0,192,192,192,2629.167,3152.167,1,1377
69,0,211,211,211,2607.167,3162.833,1,1377
70,0,208,208,208,2480.500,3288.167,1,1377
71,0,134,134,134,2478.500,3281.500,1,1377
72,0,169,169,169,2571.833,3234.167,1,1377
73,0,187,187,187,2570.500,3282.833,1,1377
74,0,192,192,192,2543.833,3284.167,1,1377
75,0,200,200,200,2503.167,3344.167,1,1377
76,0,154,154,154,2482.500,3380.167,1,1377
77,0,185,185,185,2459.167,3399.500,1,1377
78,0,177,177,177,2571.833,3376.833,1,1377
79,0,175,175,175,2629.167,3362.167,1,1377
80,0,174,174,174,2163.833,3415.500,1,1377
81,0,163,163,163,2149.833,3311.500,1,1377
