 ,Area,Mean,Min,Max,X,Y,Counter,Count
1,0,207,207,207,3627.000,1864.000,0,6
2,0,223,223,223,3540.500,1911.500,0,6
3,0,224,224,224,3576.500,1979.500,0,6
4,0,207,207,207,3616.500,2005.500,0,6
5,0,218,218,218,3722.500,1859.500,0,6
6,0,185,185,185,3908.500,2287.500,0,6
7,0,175,175,175,2985.500,844.500,1,188
8,0,130,130,130,3137.500,919.500,1,188
9,0,175,175,175,3203.500,1109.500,1,188
10,0,178,178,178,3202.500,1126.500,1,188
11,0,176,176,176,3071.500,1126.500,1,188
12,0,173,173,173,3218.500,1383.500,1,188
13,0,196,196,196,3138.500,1482.500,1,188
14,0,191,191,191,2994.500,1422.500,1,188
15,0,210,210,210,2986.500,1633.500,1,188
16,0,204,204,204,2887.500,1661.500,1,188
17,0,178,178,178,2783.500,1634.500,1,188
18,0,183,183,183,3174.500,1618.500,1,188
19,0,168,168,168,3276.500,1668.500,1,188
20,0,188,188,188,2546.500,1784.500,1,188
21,0,170,170,170,2773.500,1879.500,1,188
22,0,188,188,188,2860.500,1900.500,1,188
23,0,185,185,185,2982.500,1920.500,1,188
24,0,186,186,186,3082.500,1929.500,1,188
25,0,200,200,200,2659.500,2128.500,1,188
26,0,175,175,175,3029.500,2248.500,1,188
27,0,172,172,172,3110.500,2216.500,1,188
28,0,180,180,180,3190.500,2211.500,1,188
29,0,180,180,180,3160.500,2299.500,1,188
30,0,180,180,180,3081.500,2446.500,1,188
31,0,183,183,183,3102.500,2499.500,1,188
32,0,192,192,192,2992.500,2507.500,1,188
33,0,179,179,179,2550.500,2382.500,1,188
34,0,181,181,181,2472.500,2457.500,1,188
35,0,195,195,195,2346.500,2564.500,1,188
36,0,179,179,179,2643.500,2711.500,1,188
37,0,150,150,150,2721.500,2804.500,1,188
38,0,154,154,154,2747.500,2882.500,1,188
39,0,167,167,167,3021.500,2780.500,1,188
40,0,147,147,147,3044.500,2865.500,1,188
41,0,171,171,171,3075.500,2861.500,1,188
42,0,182,182,182,3213.500,2676.500,1,188
43,0,186,186,186,2996.500,3084.500,1,188
44,0,201,201,201,2993.500,3220.500,1,188
45,0,173,173,173,2580.500,3361.500,1,188
46,0,193,193,193,3357.500,3339.500,1,188
47,0,156,156,156,3671.500,3296.500,1,188
48,0,185,185,185,3314.500,3187.500,1,188
49,0,185,185,185,3433.500,2992.500,1,188
50,0,165,165,165,3469.500,3025.500,1,188
51,0,157,157,157,3583.500,3025.500,1,188
52,0,178,178,178,3623.500,3025.500,1,188
53,0,190,190,190,3716.500,3008.500,1,188
54,0,200,200,200,3804.500,3062.500,1,188
55,0,178,178,178,3740.500,2915.500,1,188
56,0,179,179,179,3611.500,2892.500,1,188
57,0,204,204,204,3577.500,2852.500,1,188
58,0,193,193,193,3516.500,2878.500,1,188
59,0,176,176,176,3513.500,2901.500,1,188
60,0,169,169,169,3329.500,2902.500,1,188
61,0,160,160,160,3322.500,2719.500,1,188
62,0,178,178,178,3492.500,2804.500,1,188
63,0,181,181,181,3567.500,2788.500,1,188
64,0,167,167,167,3554.500,2727.500,1,188
65,0,207,207,207,3618.500,2788.500,1,188
66,0,190,190,190,3571.500,2691.500,1,188
67,0,164,164,164,3505.500,2720.500,1,188
68,0,155,155,155,3557.500,2588.500,1,188
69,0,195,195,195,3529.500,2644.500,1,188
70,0,189,189,189,3449.500,2579.500,1,188
71,0,189,189,189,3415.500,2424.500,1,188
72,0,170,170,170,3460.500,2415.500,1,188
73,0,182,182,182,3671.500,2453.500,1,188
74,0,170,170,170,3669.500,2491.500,1,188
75,0,162,162,162,3688.500,2373.500,1,188
76,0,184,184,184,3878.500,2317.500,1,188
77,0,177,177,177,3863.500,2285.500,1,188
78,0,179,179,179,3670.500,2035.500,1,188
79,0,173,173,173,3701.500,2002.500,1,188
80,0,177,177,177,3691.500,1935.500,1,188
81,0,190,190,190,3752.500,1960.500,1,188
82,0,172,172,172,3764.500,2027.500,1,188
83,0,194,194,194,3774.500,2085.500,1,188
84,0,179,179,179,3830.500,2036.500,1,188
85,0,180,180,180,3904.500,2040.500,1,188
86,0,208,208,208,3902.500,1962.500,1,188
87,0,171,171,171,3654.500,1825.500,1,188
88,0,170,170,170,3437.500,1853.500,1,188
89,0,182,182,182,3359.500,1895.500,1,188
90,0,196,196,196,3517.500,1957.500,1,188
91,0,172,172,172,3548.500,1780.500,1,188
92,0,188,188,188,3625.500,1710.500,1,188
93,0,180,180,180,3621.500,1620.500,1,188
94,0,190,190,190,3711.500,1734.500,1,188
95,0,206,206,206,3855.500,1576.500,1,188
96,0,178,178,178,3352.500,1360.500,1,188
97,0,170,170,170,3421.500,1331.500,1,188
98,0,180,180,180,3504.500,1418.500,1,188
99,0,180,180,180,3559.500,1371.500,1,188
100,0,193,193,193,3825.500,1413.500,1,188
101,0,156,156,156,3880.500,1276.500,1,188
102,0,156,156,156,3863.500,1254.500,1,188
103,0,186,186,186,3911.500,1291.500,1,188
104,0,169,169,169,3870.500,1215.500,1,188
105,0,179,179,179,3748.500,1152.500,1,188
106,0,157,157,157,3521.500,1087.500,1,188
107,0,175,175,175,3321.500,1169.500,1,188
108,0,175,175,175,3335.500,818.500,1,188
109,0,177,177,177,3332.500,730.500,1,188
