 ,Area,Mean,Min,Max,X,Y,Counter,Count
1,0,158,158,158,3310.000,1655.000,0,10
2,0,161,161,161,3438.500,1708.500,0,10
3,0,196,196,196,3738.500,1579.500,0,10
4,0,183,183,183,3669.500,2071.500,0,10
5,0,148,148,148,3549.500,2242.500,0,10
6,0,185,185,185,3999.500,2266.500,0,10
7,0,181,181,181,3924.500,2605.500,0,10
8,0,174,174,174,4167.500,2926.500,0,10
9,0,206,206,206,2940.500,1993.500,0,10
10,0,179,179,179,2964.500,2743.500,0,10
11,0,176,176,176,2513.833,1477.500,1,1506
12,0,168,168,168,2526.500,1476.833,1,1506
13,0,151,151,151,2527.167,1560.167,1,1506
14,0,137,137,137,2331.833,1560.833,1,1506
15,0,166,166,166,2163.833,1689.500,1,1506
16,0,180,180,180,2317.167,1674.833,1,1506
17,0,171,171,171,2459.833,1781.500,1,1506
18,0,153,153,153,2487.167,1724.167,1,1506
19,0,160,160,160,2433.833,1701.500,1,1506
20,0,133,133,133,2509.167,1770.167,1,1506
21,0,161,161,161,2482.500,1854.167,1,1506
22,0,177,177,177,2466.500,1888.833,1,1506
23,0,174,174,174,2508.500,1858.167,1,1506
24,0,170,170,170,2507.833,1918.833,1,1506
25,0,162,162,162,2419.833,1909.500,1,1506
26,0,153,153,153,2423.833,1938.167,1,1506
27,0,178,178,178,2466.500,1942.833,1,1506
28,0,176,176,176,2476.500,1928.167,1,1506
29,0,168,168,168,2540.500,1942.833,1,1506
30,0,154,154,154,2438.500,1996.833,1,1506
31,0,182,182,182,2439.833,2009.500,1,1506
32,0,146,146,146,2477.167,2020.167,1,1506
33,0,162,162,162,2507.833,1996.167,1,1506
34,0,163,163,163,2377.833,2017.500,1,1506
35,0,164,164,164,2310.500,1979.500,1,1506
36,0,170,170,170,2334.500,2104.167,1,1506
37,0,180,180,180,2330.500,2078.833,1,1506
38,0,155,155,155,2357.167,2056.833,1,1506
39,0,173,173,173,2385.167,2082.167,1,1506
40,0,178,178,178,2459.833,2065.500,1,1506
41,0,181,181,181,2527.167,2104.167,1,1506
42,0,178,178,178,2279.833,2114.167,1,1506
43,0,186,186,186,2343.833,2124.833,1,1506
44,0,165,165,165,2364.500,2166.833,1,1506
45,0,180,180,180,2455.833,2219.500,1,1506
46,0,170,170,170,2350.500,2216.167,1,1506
47,0,164,164,164,2247.167,2243.500,1,1506
48,0,144,144,144,2176.500,2248.167,1,1506
49,0,173,173,173,1958.500,2277.500,1,1506
50,0,157,157,157,2140.500,2355.500,1,1506
51,0,173,173,173,2217.167,2382.167,1,1506
52,0,148,148,148,2252.500,2379.500,1,1506
53,0,155,155,155,2195.833,2409.500,1,1506
54,0,145,145,145,2267.833,2396.833,1,1506
55,0,178,178,178,2295.167,2360.167,1,1506
56,0,141,141,141,2259.167,2317.500,1,1506
57,0,160,160,160,2236.500,2265.500,1,1506
58,0,171,171,171,2287.167,2254.167,1,1506
59,0,112,112,112,2283.167,2275.500,1,1506
60,0,141,141,141,2330.500,2262.833,1,1506
61,0,193,193,193,2295.833,2293.500,1,1506
62,0,145,145,145,2325.167,2303.500,1,1506
63,0,168,168,168,2348.500,2288.833,1,1506
64,0,174,174,174,2470.500,2270.833,1,1506
65,0,163,163,163,2373.833,2396.167,1,1506
66,0,171,171,171,2529.833,2463.500,1,1506
67,0,193,193,193,2479.833,2541.500,1,1506
68,0,156,156,156,2508.500,2561.500,1,1506
69,0,173,173,173,2407.833,2577.500,1,1506
70,0,144,144,144,2393.167,2603.500,1,1506
71,0,150,150,150,2381.167,2652.833,1,1506
72,0,172,172,172,2339.167,2620.833,1,1506
73,0,170,170,170,2320.500,2618.167,1,1506
74,0,175,175,175,2318.500,2646.167,1,1506
75,0,172,172,172,2340.500,2576.167,1,1506
76,0,144,144,144,2359.833,2576.167,1,1506
77,0,149,149,149,2469.833,2804.833,1,1506
78,0,149,149,149,2485.167,2786.833,1,1506
79,0,151,151,151,2497.167,2824.167,1,1506
80,0,194,194,194,2536.500,2852.833,1,1506
81,0,155,155,155,2540.500,2888.167,1,1506
82,0,153,153,153,2501.167,3008.833,1,1506
83,0,170,170,170,2337.833,2918.833,1,1506
84,0,158,158,158,2533.167,3099.500,1,1506
85,0,155,155,155,2251.833,3272.833,1,1506
86,0,161,161,161,2938.167,4019.500,1,1506
87,0,180,180,180,3004.167,3863.500,1,1506
88,0,163,163,163,2857.500,3871.500,1,1506
89,0,151,151,151,2933.500,3470.833,1,1506
90,0,178,178,178,2911.500,3450.833,1,1506
91,0,184,184,184,3016.833,3414.833,1,1506
92,0,155,155,155,2978.833,3382.833,1,1506
93,0,172,172,172,3010.833,3367.500,1,1506
94,0,170,170,170,3002.167,3531.500,1,1506
95,0,164,164,164,3021.500,3574.167,1,1506
96,0,182,182,182,2899.500,3362.167,1,1506
97,0,176,176,176,2770.167,3327.500,1,1506
98,0,174,174,174,2672.167,3373.500,1,1506
99,0,151,151,151,2686.833,3285.500,1,1506
100,0,171,171,171,2738.167,3258.833,1,1506
101,0,152,152,152,2742.167,3242.167,1,1506
102,0,169,169,169,2770.167,3254.167,1,1506
103,0,171,171,171,2831.500,3232.167,1,1506
104,0,179,179,179,2888.167,3278.833,1,1506
