 ,Area,Mean,Min,Max,X,Y,Counter,Count
1,0,168,168,168,2025.000,1185.000,1,9
2,0,192,192,192,2289.167,1165.167,1,9
3,0,183,183,183,2910.500,1929.500,1,9
4,0,114,114,114,3278.500,1651.500,1,9
5,0,169,169,169,3372.500,2067.500,1,9
6,0,97,97,97,2686.500,643.500,1,9
7,0,181,181,181,2790.500,529.500,1,9
8,0,187,187,187,3012.500,387.500,1,9
9,0,177,177,177,3767.500,1021.500,1,9
10,0,122,122,122,1786.167,2486.500,2,914
11,0,166,166,166,1810.167,2419.833,2,914
12,0,89,89,89,1831.500,2361.167,2,914
13,0,150,150,150,1823.500,2323.833,2,914
14,0,156,156,156,1726.167,2345.167,2,914
15,0,162,162,162,1700.833,2353.167,2,914
16,0,95,95,95,1711.500,2310.500,2,914
17,0,92,92,92,1702.167,2202.500,2,914
18,0,154,154,154,1756.833,2149.167,2,914
19,0,112,112,112,1824.833,2079.833,2,914
20,0,74,74,74,1870.167,2107.833,2,914
21,0,172,172,172,1930.167,2067.833,2,914
22,0,173,173,173,1966.167,2170.500,2,914
23,0,73,73,73,2012.833,2189.167,2,914
24,0,87,87,87,1984.833,2290.500,2,914
25,0,148,148,148,1907.500,2266.500,2,914
26,0,160,160,160,2059.500,2510.500,2,914
27,0,170,170,170,2183.500,2490.500,2,914
28,0,80,80,80,2216.833,2387.833,2,914
29,0,111,111,111,2143.500,2458.500,2,914
30,0,179,179,179,2127.500,2401.167,2,914
31,0,168,168,168,2151.500,2197.167,2,914
32,0,163,163,163,2130.167,2195.833,2,914
33,0,126,126,126,2279.500,2267.833,2,914
34,0,163,163,163,2251.500,2091.833,2,914
35,0,98,98,98,2094.167,2142.500,2,914
36,0,164,164,164,2059.500,2107.833,2,914
37,0,165,165,165,2075.500,2099.833,2,914
38,0,168,168,168,2068.833,2083.833,2,914
39,0,170,170,170,2043.500,2075.833,2,914
40,0,101,101,101,2120.833,2054.500,2,914
41,0,172,172,172,2023.500,2081.167,2,914
42,0,83,83,83,1992.833,2040.167,2,914
43,0,159,159,159,2070.167,1968.167,2,914
44,0,105,105,105,1912.833,1981.500,2,914
45,0,82,82,82,1950.167,1956.167,2,914
46,0,98,98,98,1962.167,1952.167,2,914
47,0,144,144,144,1927.500,1934.833,2,914
48,0,107,107,107,1914.167,1926.833,2,914
49,0,151,151,151,1911.500,1910.833,2,914
50,0,166,166,166,1919.500,1900.167,2,914
51,0,177,177,177,1930.167,1888.167,2,914
52,0,181,181,181,1894.167,1876.167,2,914
53,0,83,83,83,1811.500,1938.833,2,914
54,0,160,160,160,1790.167,1912.167,2,914
55,0,154,154,154,1659.500,1845.500,2,914
56,0,95,95,95,1600.833,1858.833,2,914
57,0,96,96,96,1811.500,1866.833,2,914
58,0,176,176,176,1864.833,1821.500,2,914
59,0,174,174,174,1859.500,1798.833,2,914
60,0,115,115,115,1838.167,1769.500,2,914
61,0,173,173,173,1712.833,1702.833,2,914
62,0,82,82,82,1656.833,1693.500,2,914
63,0,163,163,163,1647.500,1712.167,2,914
64,0,163,163,163,1643.500,1732.167,2,914
65,0,163,163,163,1595.500,1709.500,2,914
66,0,150,150,150,1566.167,1697.500,2,914
67,0,73,73,73,1935.500,1852.167,2,914
68,0,78,78,78,2014.167,1933.500,2,914
69,0,177,177,177,2011.500,1881.500,2,914
70,0,82,82,82,2056.833,1872.167,2,914
71,0,168,168,168,2003.500,1825.500,2,914
72,0,161,161,161,2098.167,1788.167,2,914
73,0,159,159,159,2212.833,1900.167,2,914
74,0,172,172,172,2226.167,1860.167,2,914
75,0,162,162,162,2243.500,1850.833,2,914
76,0,82,82,82,2206.167,1833.500,2,914
77,0,80,80,80,2172.833,1821.500,2,914
78,0,75,75,75,2206.167,1717.500,2,914
79,0,175,175,175,2067.500,1682.167,2,914
80,0,168,168,168,2052.833,1660.833,2,914
81,0,165,165,165,2006.167,1635.500,2,914
82,0,151,151,151,1988.833,1606.167,2,914
83,0,170,170,170,1847.500,1680.833,2,914
84,0,121,121,121,1686.167,1662.167,2,914
85,0,94,94,94,1511.500,1564.833,2,914
86,0,153,153,153,1531.500,1547.500,2,914
87,0,101,101,101,1574.167,1503.500,2,914
88,0,152,152,152,1672.833,1560.833,2,914
89,0,84,84,84,1711.500,1591.500,2,914
90,0,80,80,80,1706.167,1455.500,2,914
91,0,89,89,89,1692.833,1424.833,2,914
92,0,161,161,161,1750.167,1516.833,2,914
93,0,179,179,179,1774.167,1558.167,2,914
94,0,95,95,95,1779.500,1547.500,2,914
95,0,156,156,156,1803.500,1592.833,2,914
96,0,180,180,180,1816.833,1564.833,2,914
97,0,165,165,165,1822.167,1540.833,2,914
98,0,169,169,169,1788.833,1480.833,2,914
99,0,161,161,161,1836.833,1502.167,2,914
100,0,162,162,162,1838.167,1435.500,2,914
101,0,126,126,126,1863.500,1506.167,2,914
102,0,97,97,97,1870.167,1534.167,2,914
103,0,86,86,86,1903.500,1466.167,2,914
104,0,163,163,163,1904.833,1540.833,2,914
105,0,144,144,144,1904.833,1583.500,2,914
106,0,147,147,147,1948.833,1512.833,2,914
107,0,162,162,162,2051.500,1454.167,2,914
108,0,169,169,169,2075.500,1447.500,2,914
109,0,166,166,166,2084.833,1491.500,2,914
110,0,112,112,112,2096.833,1431.500,2,914
111,0,166,166,166,2112.833,1426.167,2,914
112,0,91,91,91,2130.167,1495.500,2,914
113,0,116,116,116,2127.500,1539.500,2,914
114,0,80,80,80,2167.500,1508.833,2,914
115,0,170,170,170,2175.500,1484.833,2,914
116,0,174,174,174,2207.500,1474.167,2,914
117,0,185,185,185,2270.167,1471.500,2,914
118,0,175,175,175,1734.167,1337.167,2,914
119,0,163,163,163,1508.833,1363.833,2,914
120,0,155,155,155,1460.833,1366.500,2,914
121,0,139,139,139,1604.833,1271.833,2,914
122,0,113,113,113,1714.167,1245.167,2,914
123,0,158,158,158,1768.833,1302.500,2,914
124,0,79,79,79,1824.833,1274.500,2,914
125,0,76,76,76,1872.833,1318.500,2,914
126,0,74,74,74,1874.167,1253.167,2,914
127,0,137,137,137,1992.833,1310.500,2,914
128,0,148,148,148,1907.500,1238.500,2,914
129,0,92,92,92,2072.833,1361.167,2,914
130,0,172,172,172,2107.500,1357.167,2,914
131,0,170,170,170,2128.833,1323.833,2,914
132,0,81,81,81,2107.500,1283.833,2,914
133,0,179,179,179,2132.833,1274.500,2,914
134,0,165,165,165,2091.500,1220.167,2,914
135,0,73,73,73,2051.500,1213.500,2,914
136,0,88,88,88,2039.500,1217.500,2,914
137,0,161,161,161,2014.167,1218.833,2,914
138,0,77,77,77,1972.833,1218.833,2,914
139,0,77,77,77,1908.833,1197.500,2,914
140,0,182,182,182,1896.833,1197.500,2,914
141,0,164,164,164,1923.500,1140.167,2,914
142,0,58,58,58,1948.833,1158.833,2,914
143,0,146,146,146,1975.500,1164.167,2,914
144,0,114,114,114,1858.167,1181.500,2,914
145,0,101,101,101,1840.833,1165.500,2,914
146,0,161,161,161,1726.167,1212.167,2,914
147,0,126,126,126,1626.167,1164.167,2,914
148,0,143,143,143,1624.833,1137.500,2,914
149,0,125,125,125,1416.833,1004.167,2,914
150,0,83,83,83,1742.167,1122.833,2,914
151,0,83,83,83,1779.500,962.833,2,914
152,0,68,68,68,1878.167,985.500,2,914
153,0,82,82,82,1860.833,920.167,2,914
154,0,173,173,173,1834.167,889.500,2,914
155,0,161,161,161,1923.500,1029.500,2,914
156,0,167,167,167,1990.167,1077.500,2,914
157,0,161,161,161,2014.167,1118.833,2,914
158,0,161,161,161,2042.167,1126.833,2,914
159,0,149,149,149,2026.167,1141.500,2,914
160,0,104,104,104,2063.500,1165.500,2,914
161,0,151,151,151,2128.833,1180.167,2,914
162,0,159,159,159,2143.500,1142.833,2,914
163,0,167,167,167,2156.833,1121.500,2,914
164,0,167,167,167,2084.833,1074.833,2,914
165,0,172,172,172,2094.167,1056.167,2,914
166,0,70,70,70,2052.833,912.167,2,914
167,0,132,132,132,2020.833,901.500,2,914
168,0,152,152,152,1963.500,897.500,2,914
169,0,163,163,163,1992.833,853.500,2,914
170,0,165,165,165,1940.833,734.833,2,914
171,0,171,171,171,2108.833,696.167,2,914
172,0,139,139,139,2196.833,774.833,2,914
173,0,157,157,157,2187.500,696.167,2,914
174,0,182,182,182,2274.167,714.833,2,914
175,0,158,158,158,2156.833,854.833,2,914
176,0,174,174,174,2130.167,945.500,2,914
177,0,76,76,76,2204.833,993.500,2,914
178,0,81,81,81,2227.500,978.833,2,914
179,0,161,161,161,2246.167,917.500,2,914
180,0,135,135,135,2252.833,1004.167,2,914
181,0,167,167,167,2259.500,1026.833,2,914
182,0,188,188,188,2206.167,1098.833,2,914
183,0,164,164,164,2275.500,1080.167,2,914
184,0,165,165,165,2246.167,1130.833,2,914
185,0,139,139,139,2250.167,1153.500,2,914
186,0,185,185,185,2240.833,1182.833,2,914
187,0,154,154,154,2207.500,1225.500,2,914
188,0,156,156,156,2226.167,577.500,2,914
189,0,156,156,156,2207.500,553.500,2,914
190,0,87,87,87,2118.167,440.167,2,914
191,0,160,160,160,2087.500,449.500,2,914
192,0,170,170,170,2079.500,390.833,2,914
193,0,118,118,118,1999.500,417.500,2,914
194,0,122,122,122,1734.167,677.500,2,914
195,0,94,94,94,1867.500,674.833,2,914
196,0,96,96,96,2146.167,666.833,2,914
197,0,148,148,148,2087.500,263.500,2,914
198,0,161,161,161,2264.000,441.500,2,914
199,0,179,179,179,2100.500,1978.500,2,914
200,0,151,151,151,2265.167,2594.167,2,914
201,0,156,156,156,1410.500,1475.833,2,914
202,0,126,126,126,1353.167,1456.500,2,914
203,0,152,152,152,1327.250,1674.000,2,914
204,0,161,161,161,1385.500,1877.750,2,914
205,0,105,105,105,2606.500,2672.500,2,914
206,0,82,82,82,2575.500,2615.500,2,914
207,0,171,171,171,2428.500,2629.500,2,914
208,0,168,168,168,2406.500,2521.500,2,914
209,0,163,163,163,2421.500,2495.500,2,914
210,0,179,179,179,2356.500,2369.500,2,914
211,0,170,170,170,2476.500,2446.500,2,914
212,0,141,141,141,2529.500,2570.500,2,914
213,0,183,183,183,2542.500,2530.500,2,914
214,0,179,179,179,2553.500,2512.500,2,914
215,0,102,102,102,2592.500,2500.500,2,914
216,0,83,83,83,2614.500,2556.500,2,914
217,0,97,97,97,2665.500,2584.500,2,914
218,0,169,169,169,2684.500,2515.500,2,914
219,0,87,87,87,2654.500,2456.500,2,914
220,0,126,126,126,2710.500,2526.500,2,914
221,0,164,164,164,2722.500,2530.500,2,914
222,0,169,169,169,2726.500,2578.500,2,914
223,0,156,156,156,2724.500,2609.500,2,914
224,0,134,134,134,2747.500,2510.500,2,914
225,0,181,181,181,2762.500,2500.500,2,914
226,0,163,163,163,2796.500,2531.500,2,914
227,0,97,97,97,2854.500,2568.500,2,914
228,0,154,154,154,2789.500,2470.500,2,914
229,0,130,130,130,2784.500,2462.500,2,914
230,0,110,110,110,2774.500,2459.500,2,914
231,0,177,177,177,2759.500,2428.500,2,914
232,0,164,164,164,2802.500,2411.500,2,914
233,0,80,80,80,2900.500,2439.500,2,914
234,0,165,165,165,2941.500,2480.500,2,914
235,0,171,171,171,2973.500,2549.500,2,914
236,0,162,162,162,2992.500,2606.500,2,914
237,0,169,169,169,2988.500,2695.500,2,914
238,0,167,167,167,2562.500,3077.500,2,914
239,0,135,135,135,2826.500,3117.500,2,914
240,0,175,175,175,2379.500,2344.500,2,914
241,0,165,165,165,2418.500,2343.500,2,914
242,0,83,83,83,2451.500,2263.500,2,914
243,0,168,168,168,2375.500,2210.500,2,914
244,0,166,166,166,2376.500,2171.500,2,914
245,0,177,177,177,2368.500,2113.500,2,914
246,0,90,90,90,2414.500,2126.500,2,914
247,0,169,169,169,2320.500,2076.500,2,914
248,0,179,179,179,2305.500,2101.500,2,914
249,0,181,181,181,2290.500,2098.500,2,914
250,0,148,148,148,2278.500,2121.500,2,914
251,0,153,153,153,2376.500,2061.500,2,914
252,0,173,173,173,2454.500,2067.500,2,914
253,0,83,83,83,2469.500,2103.500,2,914
254,0,153,153,153,2490.500,2060.500,2,914
255,0,171,171,171,2501.500,2117.500,2,914
256,0,165,165,165,2519.500,2067.500,2,914
257,0,166,166,166,2575.500,2088.500,2,914
258,0,184,184,184,2529.500,2192.500,2,914
259,0,133,133,133,2675.500,2080.500,2,914
260,0,143,143,143,2743.500,2051.500,2,914
261,0,186,186,186,2751.500,2055.500,2,914
262,0,168,168,168,2730.500,2158.500,2,914
263,0,169,169,169,2699.500,2215.500,2,914
264,0,164,164,164,2674.500,2262.500,2,914
265,0,169,169,169,2645.500,2275.500,2,914
266,0,167,167,167,2641.500,2293.500,2,914
267,0,168,168,168,2584.500,2291.500,2,914
268,0,122,122,122,2537.500,2331.500,2,914
269,0,165,165,165,2664.500,2366.500,2,914
270,0,169,169,169,2686.500,2358.500,2,914
271,0,166,166,166,2657.500,2317.500,2,914
272,0,80,80,80,2689.500,2319.500,2,914
273,0,178,178,178,2712.500,2296.500,2,914
274,0,99,99,99,2745.500,2287.500,2,914
275,0,168,168,168,2739.500,2346.500,2,914
276,0,170,170,170,2795.500,2239.500,2,914
277,0,100,100,100,2836.500,2272.500,2,914
278,0,163,163,163,2953.500,2190.500,2,914
279,0,177,177,177,2900.500,2324.500,2,914
280,0,76,76,76,2841.500,2345.500,2,914
281,0,180,180,180,2802.500,2356.500,2,914
282,0,165,165,165,2377.500,1987.500,2,914
283,0,158,158,158,2352.500,1913.500,2,914
284,0,117,117,117,2443.500,1830.500,2,914
285,0,88,88,88,2452.500,1917.500,2,914
286,0,175,175,175,2497.500,1952.500,2,914
287,0,168,168,168,2510.500,1847.500,2,914
288,0,81,81,81,2611.500,1771.500,2,914
289,0,167,167,167,2467.500,1616.000,2,914
290,0,83,83,83,2508.500,1583.500,2,914
291,0,97,97,97,2542.500,1601.500,2,914
292,0,172,172,172,2580.500,1572.500,2,914
293,0,81,81,81,2754.500,1828.500,2,914
294,0,99,99,99,2774.500,1944.500,2,914
295,0,106,106,106,2872.500,1999.500,2,914
296,0,155,155,155,2864.500,1977.500,2,914
297,0,98,98,98,2855.500,1903.500,2,914
298,0,171,171,171,2914.500,2009.500,2,914
299,0,160,160,160,2928.500,1983.500,2,914
300,0,164,164,164,2947.500,1982.500,2,914
301,0,181,181,181,2949.500,1995.500,2,914
302,0,172,172,172,2957.500,1944.500,2,914
303,0,178,178,178,2978.500,1972.500,2,914
304,0,185,185,185,2990.500,2028.500,2,914
305,0,171,171,171,2910.500,1641.500,2,914
306,0,104,104,104,2923.500,1596.500,2,914
307,0,186,186,186,2896.500,1544.500,2,914
308,0,170,170,170,2375.500,1485.500,2,914
309,0,165,165,165,2292.500,1458.500,2,914
310,0,81,81,81,2395.500,1323.500,2,914
311,0,178,178,178,2426.500,1238.500,2,914
312,0,116,116,116,2383.500,1214.500,2,914
313,0,178,178,178,2350.500,1215.500,2,914
314,0,80,80,80,2340.500,1159.500,2,914
315,0,168,168,168,2365.500,1166.500,2,914
316,0,96,96,96,2403.500,1173.500,2,914
317,0,172,172,172,2510.500,1158.500,2,914
318,0,97,97,97,2531.500,1133.500,2,914
319,0,85,85,85,2536.500,1318.500,2,914
320,0,89,89,89,2592.500,1405.500,2,914
321,0,79,79,79,2625.500,1446.500,2,914
322,0,88,88,88,2610.500,1485.500,2,914
323,0,107,107,107,2654.500,1499.500,2,914
324,0,168,168,168,2662.500,1459.500,2,914
325,0,181,181,181,2679.500,1457.500,2,914
326,0,172,172,172,2671.500,1415.500,2,914
327,0,174,174,174,2700.500,1405.500,2,914
328,0,179,179,179,2645.500,1374.500,2,914
329,0,169,169,169,2634.500,1355.500,2,914
330,0,168,168,168,2658.500,1301.500,2,914
331,0,169,169,169,2797.500,1432.500,2,914
332,0,82,82,82,2782.500,1336.500,2,914
333,0,161,161,161,2847.500,1343.500,2,914
334,0,125,125,125,2855.500,1321.500,2,914
335,0,184,184,184,2873.500,1306.500,2,914
336,0,165,165,165,2917.500,1335.500,2,914
337,0,174,174,174,2939.500,1389.500,2,914
338,0,180,180,180,2971.500,1343.500,2,914
339,0,179,179,179,2877.500,1251.500,2,914
340,0,192,192,192,2869.500,1211.500,2,914
341,0,171,171,171,2923.500,1197.500,2,914
342,0,173,173,173,2983.500,1241.500,2,914
343,0,168,168,168,2990.500,1203.500,2,914
344,0,175,175,175,2762.500,1226.500,2,914
345,0,116,116,116,2628.500,1175.500,2,914
346,0,173,173,173,2760.500,1112.500,2,914
