 ,Area,Mean,Min,Max,X,Y,Counter,Count
1,0,166,166,166,2444.000,2167.000,1,9
2,0,179,179,179,2073.500,1902.500,1,9
3,0,172,172,172,2229.500,1633.500,1,9
4,0,160,160,160,2127.500,1587.500,1,9
5,0,172,172,172,2489.500,1549.500,1,9
6,0,155,155,155,2631.500,1519.500,1,9
7,0,151,151,151,2767.500,1761.500,1,9
8,0,163,163,163,2837.500,1467.500,1,9
9,0,176,176,176,2306.167,1548.167,1,9
10,0,93,93,93,1804.500,2622.500,2,1027
11,0,148,148,148,1851.500,2573.500,2,1027
12,0,96,96,96,1701.500,2392.500,2,1027
13,0,96,96,96,1800.500,2363.500,2,1027
14,0,160,160,160,1894.500,2425.500,2,1027
15,0,123,123,123,1934.500,2569.500,2,1027
16,0,163,163,163,2003.500,2468.500,2,1027
17,0,85,85,85,2018.500,2497.500,2,1027
18,0,160,160,160,2058.500,2446.500,2,1027
19,0,150,150,150,2055.500,2730.500,2,1027
20,0,62,62,62,2093.500,2673.500,2,1027
21,0,73,73,73,2194.500,2657.500,2,1027
22,0,119,119,119,2240.500,2836.500,2,1027
23,0,83,83,83,2294.500,2879.500,2,1027
24,0,102,102,102,2369.500,2747.500,2,1027
25,0,154,154,154,2398.500,2723.500,2,1027
26,0,76,76,76,2372.500,2629.500,2,1027
27,0,74,74,74,2213.500,2570.500,2,1027
28,0,152,152,152,2307.500,2524.500,2,1027
29,0,148,148,148,2322.500,2505.500,2,1027
30,0,177,177,177,2291.500,2476.500,2,1027
31,0,151,151,151,2323.500,2428.500,2,1027
32,0,166,166,166,2303.500,2342.500,2,1027
33,0,166,166,166,2291.500,2337.500,2,1027
34,0,77,77,77,2350.500,2340.500,2,1027
35,0,106,106,106,2337.500,2258.500,2,1027
36,0,165,165,165,2190.500,2275.500,2,1027
37,0,83,83,83,2113.500,2409.500,2,1027
38,0,172,172,172,2036.500,2342.500,2,1027
39,0,65,65,65,1924.500,2208.500,2,1027
40,0,133,133,133,1896.500,2199.500,2,1027
41,0,152,152,152,2057.500,2227.500,2,1027
42,0,85,85,85,2117.500,2203.500,2,1027
43,0,73,73,73,2134.500,2203.500,2,1027
44,0,154,154,154,2150.500,2192.500,2,1027
45,0,80,80,80,2210.500,2244.500,2,1027
46,0,152,152,152,2316.500,2190.500,2,1027
47,0,105,105,105,2400.500,2262.500,2,1027
48,0,169,169,169,2397.500,2278.500,2,1027
49,0,176,176,176,2397.500,2312.500,2,1027
50,0,75,75,75,2383.500,2311.500,2,1027
51,0,103,103,103,2386.500,2329.500,2,1027
52,0,111,111,111,2402.500,2358.500,2,1027
53,0,88,88,88,1471.500,2184.500,2,1027
54,0,89,89,89,1800.500,2175.500,2,1027
55,0,152,152,152,1794.500,2079.500,2,1027
56,0,75,75,75,1906.500,2029.500,2,1027
57,0,156,156,156,1959.500,2005.500,2,1027
58,0,81,81,81,1982.500,2008.500,2,1027
59,0,71,71,71,1996.500,2040.500,2,1027
60,0,108,108,108,2010.500,2041.500,2,1027
61,0,57,57,57,2029.500,2051.500,2,1027
62,0,153,153,153,2002.500,2141.500,2,1027
63,0,84,84,84,2091.500,2177.500,2,1027
64,0,63,63,63,2074.500,2120.500,2,1027
65,0,82,82,82,2151.500,2158.500,2,1027
66,0,70,70,70,2139.500,2122.500,2,1027
67,0,121,121,121,2147.500,2107.500,2,1027
68,0,87,87,87,2185.500,2085.500,2,1027
69,0,139,139,139,2181.500,2111.500,2,1027
70,0,158,158,158,2205.500,2116.500,2,1027
