 ,Area,Mean,Min,Max,X,Y,Counter,Count
1,0,171,171,171,3790.000,1707.000,1,10
2,0,178,178,178,3160.833,1632.167,1,10
3,0,178,178,178,3244.833,1909.500,1,10
4,0,174,174,174,3302.167,2158.833,1,10
5,0,191,191,191,2886.167,2132.500,1,10
6,0,166,166,166,2700.833,2020.500,1,10
7,0,172,172,172,2828.833,1633.833,1,10
8,0,176,176,176,2930.167,1501.833,1,10
9,0,192,192,192,3062.167,1544.500,1,10
10,0,183,183,183,2940.833,1232.833,1,10
11,0,151,151,151,1950.500,3076.500,2,827
12,0,121,121,121,2040.500,3196.500,2,827
13,0,155,155,155,2057.500,2974.500,2,827
14,0,144,144,144,1729.500,2912.500,2,827
15,0,130,130,130,2059.500,2827.500,2,827
16,0,161,161,161,1656.500,2602.500,2,827
17,0,156,156,156,1471.500,2521.500,2,827
18,0,145,145,145,1339.500,2393.500,2,827
19,0,112,112,112,1373.500,2393.500,2,827
20,0,139,139,139,1416.500,2260.500,2,827
21,0,108,108,108,1383.500,2248.500,2,827
22,0,148,148,148,1557.500,2301.500,2,827
23,0,160,160,160,1589.500,2377.500,2,827
24,0,149,149,149,1696.500,2429.500,2,827
25,0,140,140,140,1923.500,2437.500,2,827
26,0,122,122,122,1925.500,2569.500,2,827
27,0,80,80,80,1931.500,2421.500,2,827
28,0,102,102,102,2027.500,2438.500,2,827
29,0,124,124,124,2021.500,2324.500,2,827
30,0,98,98,98,2016.500,2781.500,2,827
31,0,169,169,169,2074.500,2802.500,2,827
32,0,159,159,159,1247.500,2199.500,2,827
33,0,159,159,159,1479.500,2104.500,2,827
34,0,150,150,150,1409.500,2050.500,2,827
35,0,152,152,152,1486.500,2225.500,2,827
36,0,87,87,87,1554.500,2232.500,2,827
37,0,169,169,169,1786.500,2164.500,2,827
38,0,164,164,164,1834.500,2131.500,2,827
39,0,80,80,80,1978.500,2201.500,2,827
40,0,140,140,140,2035.500,2145.500,2,827
41,0,149,149,149,2093.500,2199.500,2,827
42,0,175,175,175,2086.500,2179.500,2,827
43,0,167,167,167,2089.500,1992.500,2,827
44,0,157,157,157,2062.500,1927.500,2,827
45,0,179,179,179,2051.500,1997.500,2,827
46,0,131,131,131,1998.500,1994.500,2,827
47,0,166,166,166,1943.500,2018.500,2,827
48,0,159,159,159,1924.500,2061.500,2,827
49,0,179,179,179,1878.500,1989.500,2,827
50,0,156,156,156,1813.500,1869.500,2,827
51,0,159,159,159,1729.500,1881.500,2,827
52,0,173,173,173,1549.500,1917.500,2,827
53,0,168,168,168,1496.500,1891.500,2,827
54,0,127,127,127,1367.500,1901.500,2,827
55,0,158,158,158,1213.500,1880.500,2,827
56,0,159,159,159,1194.500,1795.500,2,827
57,0,172,172,172,1462.500,1799.500,2,827
58,0,165,165,165,1177.500,1747.500,2,827
59,0,147,147,147,1350.500,1695.500,2,827
60,0,156,156,156,1327.500,1558.500,2,827
61,0,165,165,165,1188.500,1605.500,2,827
62,0,157,157,157,1604.500,1647.500,2,827
63,0,151,151,151,1690.500,1618.500,2,827
64,0,85,85,85,1787.500,1739.500,2,827
65,0,167,167,167,1822.500,1695.500,2,827
66,0,163,163,163,1875.500,1708.500,2,827
67,0,148,148,148,1797.500,1632.500,2,827
68,0,93,93,93,1783.500,1491.500,2,827
69,0,136,136,136,2030.500,1372.500,2,827
70,0,87,87,87,1989.500,1225.500,2,827
71,0,151,151,151,1771.500,1246.500,2,827
72,0,155,155,155,1788.500,1228.500,2,827
73,0,153,153,153,1595.500,1134.500,2,827
74,0,147,147,147,1828.500,1131.500,2,827
75,0,155,155,155,1828.500,1085.500,2,827
76,0,133,133,133,1845.500,1079.500,2,827
77,0,151,151,151,1743.500,1049.500,2,827
78,0,146,146,146,1737.500,995.500,2,827
79,0,157,157,157,1865.500,751.500,2,827
80,0,150,150,150,1617.500,792.500,2,827
81,0,140,140,140,1459.500,1073.500,2,827
82,0,137,137,137,1404.500,1441.500,2,827
83,0,156,156,156,2100.500,714.500,2,827
84,0,150,150,150,1967.500,597.500,2,827
85,0,148,148,148,1949.500,590.500,2,827
86,0,152,152,152,1941.500,569.500,2,827
87,0,129,129,129,1836.500,513.500,2,827
88,0,136,136,136,1866.500,502.500,2,827
89,0,144,144,144,1860.500,479.500,2,827
90,0,144,144,144,1876.500,454.500,2,827
91,0,131,131,131,1893.500,437.500,2,827
92,0,141,141,141,1954.500,426.500,2,827
93,0,116,116,116,1807.500,490.500,2,827
94,0,125,125,125,1795.500,443.500,2,827
95,0,114,114,114,1679.500,630.500,2,827
96,0,128,128,128,2069.500,274.500,2,827
97,0,153,153,153,3052.500,3239.500,2,827
98,0,166,166,166,3072.500,3164.500,2,827
99,0,163,163,163,3062.500,3176.500,2,827
100,0,126,126,126,2991.500,3214.500,2,827
101,0,101,101,101,3009.500,3077.500,2,827
102,0,100,100,100,3058.500,3072.500,2,827
103,0,155,155,155,3098.500,3070.500,2,827
104,0,189,189,189,2967.500,3080.500,2,827
105,0,164,164,164,2929.500,3055.500,2,827
106,0,162,162,162,2887.500,3020.500,2,827
107,0,155,155,155,2893.500,3071.500,2,827
108,0,169,169,169,2817.500,3049.500,2,827
109,0,179,179,179,2832.500,3083.500,2,827
110,0,99,99,99,2802.500,3086.500,2,827
111,0,157,157,157,2761.500,3033.500,2,827
112,0,173,173,173,2744.500,3069.500,2,827
113,0,171,171,171,2744.500,3040.500,2,827
114,0,164,164,164,2712.500,3092.500,2,827
115,0,164,164,164,2755.500,2986.500,2,827
116,0,160,160,160,2810.500,2986.500,2,827
117,0,173,173,173,2861.500,2990.500,2,827
118,0,177,177,177,2826.500,2969.500,2,827
119,0,178,178,178,2853.500,2962.500,2,827
120,0,166,166,166,2833.500,2937.500,2,827
121,0,142,142,142,2834.500,2850.500,2,827
122,0,180,180,180,2902.500,2856.500,2,827
123,0,163,163,163,2938.500,2872.500,2,827
124,0,174,174,174,2968.500,2846.500,2,827
125,0,125,125,125,2996.500,2813.500,2,827
126,0,168,168,168,3168.500,2920.500,2,827
127,0,144,144,144,3153.500,3058.500,2,827
128,0,162,162,162,3162.500,2675.500,2,827
129,0,91,91,91,3186.500,3066.500,2,827
130,0,161,161,161,2961.500,2757.500,2,827
131,0,174,174,174,2958.500,2670.500,2,827
132,0,161,161,161,2952.500,2629.500,2,827
133,0,112,112,112,2906.500,2650.500,2,827
134,0,170,170,170,2918.500,2681.500,2,827
135,0,172,172,172,2839.500,2630.500,2,827
136,0,181,181,181,2834.500,2605.500,2,827
137,0,173,173,173,2753.500,2619.500,2,827
138,0,127,127,127,2695.500,2625.500,2,827
139,0,178,178,178,2636.500,2610.500,2,827
140,0,99,99,99,2806.500,2760.500,2,827
141,0,157,157,157,2837.500,2782.500,2,827
142,0,159,159,159,2801.500,2801.500,2,827
143,0,153,153,153,2705.500,2777.500,2,827
144,0,156,156,156,2714.500,2892.500,2,827
145,0,150,150,150,2649.500,2781.500,2,827
146,0,165,165,165,2592.500,2776.500,2,827
147,0,132,132,132,2548.500,2845.500,2,827
148,0,80,80,80,2646.500,2880.500,2,827
149,0,167,167,167,2658.500,2914.500,2,827
150,0,95,95,95,2652.500,2961.500,2,827
151,0,164,164,164,2644.500,2990.500,2,827
152,0,170,170,170,2619.500,3021.500,2,827
153,0,167,167,167,2631.500,3076.500,2,827
154,0,169,169,169,2634.500,3152.500,2,827
155,0,93,93,93,2607.500,3073.500,2,827
156,0,81,81,81,2599.500,3047.500,2,827
157,0,162,162,162,2567.500,3057.500,2,827
158,0,170,170,170,2563.500,3033.500,2,827
159,0,173,173,173,2537.500,3057.500,2,827
160,0,162,162,162,2427.500,3079.500,2,827
161,0,145,145,145,2447.500,3003.500,2,827
162,0,102,102,102,2414.500,2983.500,2,827
163,0,152,152,152,2359.500,3055.500,2,827
164,0,176,176,176,2357.500,3165.500,2,827
165,0,170,170,170,2377.500,3200.500,2,827
166,0,165,165,165,2334.500,3217.500,2,827
167,0,154,154,154,2314.500,3210.500,2,827
168,0,163,163,163,2320.500,3197.500,2,827
169,0,155,155,155,2327.500,3177.500,2,827
170,0,163,163,163,2291.500,3176.500,2,827
171,0,112,112,112,2291.500,3123.500,2,827
172,0,168,168,168,2269.500,3129.500,2,827
173,0,158,158,158,2324.500,3116.500,2,827
174,0,163,163,163,2280.500,3054.500,2,827
175,0,172,172,172,2227.500,2976.500,2,827
176,0,144,144,144,2245.500,2953.500,2,827
177,0,160,160,160,2214.500,2940.500,2,827
178,0,162,162,162,2191.500,2937.500,2,827
179,0,136,136,136,2202.500,2907.500,2,827
180,0,170,170,170,2235.500,2915.500,2,827
181,0,169,169,169,2256.500,2880.500,2,827
182,0,134,134,134,2306.500,2895.500,2,827
183,0,60,60,60,2349.500,2930.500,2,827
184,0,104,104,104,2335.500,2862.500,2,827
185,0,159,159,159,2280.500,2816.500,2,827
186,0,169,169,169,2310.500,2785.500,2,827
187,0,149,149,149,2361.500,2697.500,2,827
188,0,127,127,127,2313.500,2724.500,2,827
189,0,90,90,90,2288.500,2673.500,2,827
190,0,96,96,96,2331.500,2616.500,2,827
191,0,109,109,109,2173.500,2664.500,2,827
192,0,135,135,135,2190.500,2707.500,2,827
193,0,146,146,146,2125.500,2777.500,2,827
194,0,164,164,164,2628.500,2775.500,2,827
195,0,172,172,172,2751.500,3353.500,2,827
196,0,171,171,171,2456.500,3253.500,2,827
197,0,145,145,145,2891.500,3153.500,2,827
198,0,144,144,144,3081.500,3263.500,2,827
199,0,169,169,169,2784.500,2669.500,2,827
200,0,177,177,177,2943.500,2576.500,2,827
201,0,180,180,180,2990.500,2539.500,2,827
202,0,120,120,120,2927.500,2450.500,2,827
203,0,154,154,154,3002.500,2409.500,2,827
