 ,Area,Mean,Min,Max,X,Y,Counter,Count
1,0,166,166,166,2998.000,2893.000,1,8
2,0,183,183,183,3105.833,2204.167,1,8
3,0,188,188,188,3187.167,1983.167,1,8
4,0,200,200,200,3029.833,1653.833,1,8
5,0,190,190,190,3703.500,2562.500,1,8
6,0,182,182,182,3655.500,2460.500,1,8
7,0,172,172,172,3451.500,2418.500,1,8
8,0,162,162,162,3933.500,1996.500,1,8
9,0,176,176,176,2178.500,3004.833,2,1003
10,0,156,156,156,2295.833,2983.500,2,1003
11,0,165,165,165,2311.833,2987.500,2,1003
12,0,150,150,150,2197.167,2923.500,2,1003
13,0,79,79,79,2215.833,2898.167,2,1003
14,0,161,161,161,2182.500,2884.833,2,1003
15,0,162,162,162,2166.500,2899.500,2,1003
16,0,172,172,172,2182.500,2826.167,2,1003
17,0,178,178,178,2211.833,2716.833,2,1003
18,0,163,163,163,2333.167,2780.833,2,1003
19,0,145,145,145,2043.833,2872.833,2,1003
20,0,105,105,105,2003.833,2888.833,2,1003
21,0,150,150,150,1986.500,2780.833,2,1003
22,0,90,90,90,1966.500,2755.500,2,1003
23,0,129,129,129,1927.833,2719.500,2,1003
24,0,159,159,159,1903.833,2728.833,2,1003
25,0,167,167,167,1898.500,2695.500,2,1003
26,0,149,149,149,1893.167,2663.500,2,1003
27,0,152,152,152,1773.167,2619.500,2,1003
28,0,90,90,90,1830.500,2603.500,2,1003
29,0,149,149,149,1701.167,2515.500,2,1003
30,0,153,153,153,1661.167,2491.500,2,1003
31,0,93,93,93,1814.500,2514.167,2,1003
32,0,116,116,116,1827.833,2472.833,2,1003
33,0,119,119,119,1633.167,2640.833,2,1003
34,0,172,172,172,1607.833,2583.500,2,1003
35,0,95,95,95,1950.500,2600.833,2,1003
36,0,108,108,108,1934.500,2552.833,2,1003
37,0,166,166,166,1978.500,2548.833,2,1003
38,0,102,102,102,1979.833,2538.167,2,1003
39,0,68,68,68,1994.500,2519.500,2,1003
40,0,88,88,88,1891.833,2499.500,2,1003
41,0,149,149,149,2018.500,2671.500,2,1003
42,0,114,114,114,2038.500,2608.833,2,1003
43,0,83,83,83,2019.833,2592.833,2,1003
44,0,131,131,131,2091.833,2622.167,2,1003
45,0,74,74,74,2145.167,2750.167,2,1003
46,0,171,171,171,2287.833,2509.167,2,1003
47,0,179,179,179,2315.833,2483.833,2,1003
48,0,111,111,111,2242.500,2443.833,2,1003
49,0,177,177,177,2199.833,2461.167,2,1003
50,0,88,88,88,2095.833,2447.833,2,1003
51,0,84,84,84,2070.500,2527.833,2,1003
52,0,184,184,184,2050.500,2403.833,2,1003
53,0,160,160,160,2069.167,2379.833,2,1003
54,0,64,64,64,1979.833,2367.833,2,1003
55,0,82,82,82,2034.500,2333.167,2,1003
56,0,92,92,92,2113.167,2377.167,2,1003
57,0,160,160,160,2133.167,2349.167,2,1003
58,0,171,171,171,2146.500,2305.167,2,1003
59,0,124,124,124,2187.833,2319.833,2,1003
60,0,171,171,171,2239.833,2317.167,2,1003
61,0,177,177,177,2287.833,2386.500,2,1003
62,0,79,79,79,2283.833,2361.167,2,1003
63,0,137,137,137,2285.167,2353.167,2,1003
64,0,161,161,161,2314.500,2327.833,2,1003
65,0,85,85,85,2342.500,2397.167,2,1003
66,0,173,173,173,2338.500,2374.500,2,1003
67,0,180,180,180,2313.167,2419.833,2,1003
68,0,88,88,88,1727.833,2370.500,2,1003
69,0,140,140,140,1670.500,2347.833,2,1003
70,0,148,148,148,1594.500,2367.833,2,1003
71,0,152,152,152,1565.167,2381.167,2,1003
72,0,145,145,145,1551.833,2326.500,2,1003
73,0,149,149,149,1575.833,2325.167,2,1003
74,0,122,122,122,1566.500,2281.167,2,1003
75,0,167,167,167,1506.500,2266.500,2,1003
76,0,159,159,159,1711.833,2285.167,2,1003
77,0,168,168,168,1809.167,2311.833,2,1003
78,0,77,77,77,1735.833,2214.500,2,1003
79,0,172,172,172,1785.167,2178.500,2,1003
80,0,104,104,104,1813.167,2189.167,2,1003
81,0,85,85,85,1835.833,2159.833,2,1003
82,0,166,166,166,1875.833,2243.833,2,1003
83,0,166,166,166,1898.500,2245.167,2,1003
84,0,69,69,69,1874.500,2167.833,2,1003
85,0,165,165,165,1871.833,2139.833,2,1003
86,0,155,155,155,1901.167,2146.500,2,1003
87,0,159,159,159,1895.833,2081.167,2,1003
88,0,158,158,158,1917.167,2097.167,2,1003
89,0,140,140,140,1930.500,2147.833,2,1003
90,0,161,161,161,1958.500,2149.167,2,1003
91,0,127,127,127,1971.833,2169.167,2,1003
92,0,95,95,95,2019.833,2193.167,2,1003
93,0,166,166,166,2033.167,2246.500,2,1003
94,0,165,165,165,2034.500,2201.167,2,1003
95,0,127,127,127,2015.833,2150.500,2,1003
96,0,163,163,163,2035.833,2131.833,2,1003
97,0,76,76,76,2038.500,2054.500,2,1003
98,0,138,138,138,2042.500,2053.167,2,1003
99,0,166,166,166,1993.167,2029.167,2,1003
100,0,83,83,83,2093.167,2274.500,2,1003
101,0,84,84,84,2137.167,2282.500,2,1003
102,0,156,156,156,2163.833,2259.833,2,1003
103,0,153,153,153,2175.833,2291.833,2,1003
104,0,164,164,164,2187.833,2245.167,2,1003
105,0,88,88,88,2293.167,2255.833,2,1003
106,0,187,187,187,2178.500,2190.500,2,1003
107,0,157,157,157,2171.833,2165.167,2,1003
108,0,87,87,87,2173.167,2130.500,2,1003
109,0,70,70,70,2207.833,2123.833,2,1003
110,0,160,160,160,2162.500,2095.833,2,1003
111,0,163,163,163,2198.500,2089.167,2,1003
112,0,151,151,151,2193.167,2077.167,2,1003
113,0,77,77,77,2193.167,2055.833,2,1003
114,0,63,63,63,2215.833,2070.500,2,1003
115,0,164,164,164,2231.833,2099.833,2,1003
116,0,162,162,162,2230.500,2149.167,2,1003
117,0,160,160,160,2253.167,2155.833,2,1003
118,0,154,154,154,2281.167,2105.167,2,1003
119,0,86,86,86,2306.500,2137.167,2,1003
120,0,152,152,152,2326.500,2141.167,2,1003
121,0,73,73,73,2146.500,2058.500,2,1003
122,0,169,169,169,2351.833,2055.833,2,1003
123,0,83,83,83,2338.500,2029.167,2,1003
124,0,61,61,61,2359.833,2015.833,2,1003
125,0,157,157,157,2363.833,1991.833,2,1003
126,0,157,157,157,2345.167,1861.167,2,1003
127,0,165,165,165,2275.833,1809.167,2,1003
128,0,174,174,174,2225.167,1821.167,2,1003
129,0,156,156,156,2301.167,1737.167,2,1003
130,0,137,137,137,2187.833,1758.500,2,1003
131,0,176,176,176,2154.500,1749.167,2,1003
132,0,151,151,151,2131.833,1810.500,2,1003
133,0,179,179,179,2123.833,1751.833,2,1003
134,0,174,174,174,2062.500,1715.833,2,1003
135,0,177,177,177,1961.167,1774.500,2,1003
136,0,77,77,77,1966.500,1805.167,2,1003
137,0,162,162,162,1993.167,1826.500,2,1003
138,0,167,167,167,1857.167,1899.833,2,1003
139,0,156,156,156,1861.167,1983.833,2,1003
140,0,79,79,79,1805.167,1991.833,2,1003
141,0,76,76,76,1723.833,2095.833,2,1003
142,0,170,170,170,1723.833,2075.833,2,1003
143,0,160,160,160,1699.833,2093.167,2,1003
144,0,154,154,154,1691.833,2051.833,2,1003
145,0,152,152,152,1637.167,2093.167,2,1003
146,0,74,74,74,1662.500,1966.500,2,1003
147,0,158,158,158,1523.833,1859.833,2,1003
148,0,131,131,131,1486.500,1869.167,2,1003
149,0,141,141,141,1457.167,1893.167,2,1003
150,0,161,161,161,1435.833,1794.500,2,1003
151,0,102,102,102,1466.500,1774.500,2,1003
152,0,87,87,87,1575.833,1703.833,2,1003
153,0,99,99,99,1590.500,1703.833,2,1003
154,0,90,90,90,1629.167,1723.833,2,1003
155,0,123,123,123,1655.833,1834.500,2,1003
156,0,87,87,87,1691.833,1778.500,2,1003
157,0,99,99,99,1717.167,1749.167,2,1003
158,0,151,151,151,1785.167,1726.500,2,1003
159,0,162,162,162,1818.500,1749.167,2,1003
