 ,Area,Mean,Min,Max,X,Y,Counter,Count
1,0,174,174,174,2180.000,2464.000,1,10
2,0,155,155,155,2017.500,2089.500,1,10
3,0,171,171,171,2498.833,1628.500,1,10
4,0,178,178,178,2113.500,1364.500,1,10
5,0,182,182,182,2887.500,2494.167,1,10
6,0,181,181,181,2986.167,2434.167,1,10
7,0,181,181,181,3286.167,2027.500,1,10
8,0,178,178,178,3584.833,1968.833,1,10
9,0,189,189,189,3650.167,1912.833,1,10
10,0,137,137,137,3028.000,2257.000,1,10
11,0,132,132,132,2033.500,2704.500,2,845
12,0,90,90,90,2016.500,2615.500,2,845
13,0,124,124,124,1889.500,2379.500,2,845
14,0,146,146,146,1846.500,2354.500,2,845
15,0,151,151,151,1896.500,2324.500,2,845
16,0,95,95,95,1964.500,2397.500,2,845
17,0,139,139,139,1969.500,2351.500,2,845
18,0,73,73,73,2074.500,2420.500,2,845
19,0,187,187,187,2133.500,2432.500,2,845
20,0,149,149,149,2220.500,2448.500,2,845
21,0,78,78,78,2220.500,2422.500,2,845
22,0,93,93,93,2159.500,2396.500,2,845
23,0,86,86,86,2130.500,2400.500,2,845
24,0,103,103,103,2106.500,2403.500,2,845
25,0,136,136,136,2081.500,2383.500,2,845
26,0,95,95,95,2108.500,2368.500,2,845
27,0,148,148,148,2101.500,2372.500,2,845
28,0,159,159,159,2105.500,2343.500,2,845
29,0,128,128,128,2077.500,2357.500,2,845
30,0,163,163,163,2051.500,2357.500,2,845
31,0,157,157,157,2021.500,2345.500,2,845
32,0,174,174,174,2182.500,2329.500,2,845
33,0,165,165,165,2149.500,2312.500,2,845
34,0,166,166,166,2115.500,2290.500,2,845
35,0,98,98,98,2228.500,2282.500,2,845
36,0,141,141,141,2063.833,2292.167,2,845
37,0,157,157,157,2053.167,2291.500,2,845
38,0,157,157,157,2035.833,2293.500,2,845
39,0,88,88,88,2028.500,2280.833,2,845
40,0,111,111,111,2074.500,2256.167,2,845
41,0,165,165,165,2010.500,2270.167,2,845
42,0,81,81,81,2059.167,2227.500,2,845
43,0,171,171,171,2039.833,2220.167,2,845
44,0,115,115,115,2005.833,2232.167,2,845
45,0,159,159,159,1968.500,2253.500,2,845
46,0,163,163,163,1957.167,2270.833,2,845
47,0,139,139,139,1983.167,2225.500,2,845
48,0,138,138,138,1901.167,2248.833,2,845
49,0,81,81,81,1835.167,2205.500,2,845
50,0,118,118,118,1857.833,2199.500,2,845
51,0,147,147,147,1839.167,2184.833,2,845
52,0,84,84,84,1857.167,2132.833,2,845
53,0,99,99,99,1817.167,2091.500,2,845
54,0,166,166,166,1900.500,2144.167,2,845
55,0,163,163,163,1770.500,2026.833,2,845
56,0,174,174,174,1825.833,2022.833,2,845
57,0,163,163,163,1853.167,2056.167,2,845
58,0,171,171,171,1875.833,2024.167,2,845
59,0,133,133,133,1871.833,2051.500,2,845
60,0,174,174,174,1895.167,2043.500,2,845
61,0,123,123,123,1919.833,2012.167,2,845
62,0,154,154,154,1926.500,2072.167,2,845
63,0,131,131,131,2045.167,2028.167,2,845
64,0,157,157,157,2147.833,2068.167,2,845
65,0,166,166,166,2017.833,2126.833,2,845
66,0,143,143,143,2025.167,2130.833,2,845
67,0,167,167,167,2046.500,2136.833,2,845
68,0,159,159,159,2039.167,2158.833,2,845
69,0,149,149,149,2002.500,2169.500,2,845
70,0,75,75,75,1995.167,2145.500,2,845
71,0,164,164,164,1945.833,2207.500,2,845
72,0,186,186,186,1965.167,2200.833,2,845
73,0,163,163,163,1973.167,2182.833,2,845
74,0,153,153,153,1813.167,2002.833,2,845
75,0,98,98,98,1769.167,1996.167,2,845
76,0,178,178,178,1830.500,1978.167,2,845
77,0,161,161,161,1705.167,1981.500,2,845
78,0,162,162,162,1711.167,1914.167,2,845
79,0,151,151,151,1725.167,1876.833,2,845
80,0,149,149,149,1809.167,1939.500,2,845
81,0,150,150,150,1833.167,1926.833,2,845
82,0,175,175,175,1835.167,1902.833,2,845
83,0,154,154,154,1849.833,1876.833,2,845
84,0,83,83,83,1870.500,1885.500,2,845
